student_id,age,gender,parent_education,lunch,internet_access,extracurricular,siblings,test_prep_course,study_time_hrs,attendance_pct,math_score,reading_score,writing_score,total_score,average_score,grade,pass_fail
444,14,female,bachelor's degree,free/reduced,no,no,2,none,2.0,62.0,58.0,65.0,64.0,187,62.3,B,PASS
726,14,M,associate's degree,standard,no,yes,1,none,4.0,91.0,79.0,73.0,77.0,229,76.3,A,PASS
832,15,Male,bachelor's degree,standard,yes,yes,3,none,1.0,88.0,72.0,75.0,69.0,216,72.0,A,pass
455,15,m,some college,free/reduced,no,no,2,none,2.0,66.0,49.0,50.0,58.0,157,52.3,C,pass
529,17,FEMALE,some college,standard,no,no,3,none,4.0,85.0,65.0,82.0,83.0,230,76.7,A,pass
822,14,FEMALE,high school,free/reduced,no,no,3,completed,5.0,74.0,71.0,82.0,78.0,231,77.0,A,Pass
551,15,Male,master's degree,standard,no,no,1,completed,5.0,75.0,90.0,100.0,93.0,283,94.3,O,PASS
835,17,M,master's degree,standard,no,yes,0,none,2.0,98.0,73.0,85.0,81.0,239,79.7,A,pass
69,16,female,master's degree,standard,yes,yes,3,none,4.0,79.0,100.0,100.0,81.0,281,93.7,O,PASS
105,15,FEMALE,high school,standard,yes,no,3,completed,2.0,84.0,72.0,68.0,63.0,203,67.7,B,PASS
297,18,F,master's degree,free/reduced,no,no,2,completed,3.0,86.0,81.0,88.0,79.0,248,82.7,A+,PASS
738,14,MALE,associate's degree,standard,yes,no,4,none,4.0,88.0,79.0,84.0,79.0,242,80.7,A+,Pass
916,17,FEMALE,master's degree,free/reduced,no,yes,1,none,3.0,81.0,76.0,78.0,96.0,250,83.3,A+,Pass
602,14,F,master's degree,standard,yes,yes,4,none,2.0,79.0,73.0,68.0,84.0,225,75.0,A,pass
841,17,m,some college,free/reduced,no,yes,4,none,2.0,63.0,59.0,58.0,56.0,173,57.7,C,Pass
396,16,Female,some college,free/reduced,yes,yes,3,none,4.0,91.0,61.0,75.0,72.0,208,69.3,B,Pass
427,14,Male,some college,standard,no,yes,3,none,3.0,92.0,77.0,77.0,65.0,219,73.0,A,PASS
837,15,m,high school,standard,yes,no,3,none,3.0,72.0,55.0,52.0,56.0,163,54.3,C,pass
560,15,female,associate's degree,standard,no,no,1,none,5.0,98.0,85.0,85.0,99.0,269,89.7,A+,Pass
526,18,male,associate's degree,standard,yes,yes,0,completed,4.0,87.0,83.0,85.0,94.0,262,87.3,A+,PASS
993,15,f,some college,free/reduced,yes,no,4,none,3.0,64.0,60.0,60.0,56.0,176,58.7,C,pass
15,15,FEMALE,high school,standard,no,yes,1,none,4.0,92.0,69.0,75.0,71.0,215,71.7,A,PASS
253,18,FEMALE,associate's degree,standard,no,no,2,completed,2.0,80.0,73.0,81.0,81.0,235,78.3,A,pass
239,17,male,some college,standard,yes,yes,1,none,4.0,90.0,95.0,68.0,70.0,233,77.7,A,Pass
121,15,female,high school,standard,yes,no,3,none,3.0,78.0,76.0,71.0,70.0,217,72.3,A,PASS
286,14,Male,master's degree,free/reduced,yes,yes,1,completed,1.0,97.0,74.0,63.0,75.0,212,70.7,A,Pass
555,16,M,master's degree,free/reduced,yes,yes,4,none,4.0,69.0,75.0,78.0,80.0,233,77.7,A,PASS
197,18,female,some college,standard,yes,no,2,none,5.0,95.0,85.0,77.0,82.0,244,81.3,A+,PASS
346,14,Male,some college,standard,no,no,3,completed,3.0,89.0,91.0,75.0,80.0,246,82.0,A+,pass
546,15,Female,associate's degree,free/reduced,yes,no,4,none,2.0,94.0,62.0,70.0,64.0,196,65.3,B,pass
251,18,female,high school,standard,yes,no,3,completed,5.0,88.0,85.0,86.0,99.0,270,90.0,A+,PASS
957,17,F,bachelor's degree,standard,no,no,0,none,3.0,76.0,66.0,78.0,73.0,217,72.3,A,pass
646,18,Male,master's degree,free/reduced,yes,yes,2,completed,3.0,70.0,74.0,76.0,66.0,216,72.0,A,pass
848,16,f,some college,standard,yes,no,0,completed,3.0,96.0,72.0,90.0,74.0,236,78.7,A,PASS
413,18,Female,associate's degree,free/reduced,no,no,1,none,1.0,82.0,46.0,65.0,60.0,171,57.0,C,PASS
486,17,f,associate's degree,standard,no,no,2,none,5.0,83.0,,,,242,80.7,A+,PASS
431,16,male,high school,standard,no,no,1,none,5.0,75.0,76.0,78.0,75.0,229,76.3,A,Pass
809,18,female,some college,standard,no,no,4,completed,4.0,74.0,87.0,72.0,85.0,244,81.3,A+,Pass
812,14,MALE,master's degree,free/reduced,yes,no,3,none,5.0,64.0,81.0,77.0,94.0,252,84.0,A+,PASS
291,16,m,high school,standard,yes,yes,0,none,2.0,92.0,61.0,65.0,59.0,185,61.7,B,PASS
17,15,f,some college,standard,yes,yes,4,completed,1.0,78.0,64.0,67.0,54.0,185,61.7,B,Pass
159,17,M,associate's degree,standard,yes,no,0,completed,3.0,84.0,84.0,85.0,76.0,245,81.7,A+,pass
244,18,male,associate's degree,standard,yes,yes,3,completed,1.0,86.0,85.0,71.0,65.0,221,73.7,A,PASS
67,14,f,some college,free/reduced,yes,no,1,completed,3.0,64.0,62.0,59.0,76.0,197,65.7,B,Pass
948,15,Female,bachelor's degree,standard,no,yes,4,none,4.0,82.0,93.0,86.0,77.0,256,85.3,A+,Pass
360,17,male,high school,free/reduced,yes,yes,4,completed,4.0,82.0,60.0,75.0,69.0,204,68.0,B,pass
976,18,female,bachelor's degree,free/reduced,yes,yes,0,none,3.0,98.0,87.0,83.0,70.0,240,80.0,A,Pass
632,18,female,associate's degree,standard,yes,no,3,none,2.0,62.0,54.0,65.0,58.0,177,59.0,C,PASS
505,14,M,bachelor's degree,standard,no,yes,4,none,1.0,88.0,61.0,66.0,61.0,188,62.7,B,pass
473,14,male,bachelor's degree,standard,yes,yes,4,none,2.0,66.0,57.0,59.0,75.0,191,63.7,B,Pass
987,15,female,some college,standard,no,no,1,completed,1.0,73.0,59.0,75.0,62.0,196,65.3,B,PASS
578,18,female,bachelor's degree,standard,yes,yes,3,completed,2.0,70.0,56.0,80.0,63.0,199,66.3,B,PASS
243,16,female,bachelor's degree,free/reduced,yes,no,0,completed,4.0,67.0,74.0,95.0,85.0,254,84.7,A+,Pass
522,17,MALE,some college,standard,no,no,1,completed,2.0,72.0,62.0,73.0,63.0,198,66.0,B,pass
896,16,f,bachelor's degree,standard,no,no,3,none,4.0,63.0,59.0,74.0,93.0,226,75.3,A,PASS
531,17,Male,high school,standard,yes,no,1,completed,3.0,84.0,62.0,68.0,64.0,194,64.7,B,Pass
409,17,female,some college,standard,yes,yes,2,completed,3.0,78.0,75.0,79.0,79.0,233,77.7,A,Pass
666,14,MALE,bachelor's degree,free/reduced,yes,yes,3,none,2.0,72.0,59.0,57.0,66.0,182,60.7,B,pass
894,15,male,associate's degree,standard,yes,yes,4,completed,1.0,93.0,69.0,71.0,75.0,215,71.7,A,Pass
433,18,MALE,master's degree,standard,yes,no,3,completed,3.0,88.0,77.0,88.0,73.0,238,79.3,A,Pass
432,17,female,bachelor's degree,standard,yes,no,3,none,1.0,73.0,62.0,68.0,69.0,199,66.3,B,Pass
485,15,m,bachelor's degree,standard,no,yes,2,none,4.0,97.0,79.0,86.0,89.0,254,84.7,A+,PASS
152,17,MALE,associate's degree,standard,yes,yes,1,completed,2.0,84.0,74.0,77.0,60.0,211,70.3,A,PASS
328,17,m,some college,free/reduced,yes,yes,4,completed,3.0,88.0,67.0,66.0,66.0,199,66.3,B,PASS
257,18,Male,associate's degree,free/reduced,no,yes,0,none,,75.0,,,,129,43.0,D,Fail
312,15,M,bachelor's degree,free/reduced,yes,yes,2,none,3.0,76.0,81.0,69.0,71.0,221,73.7,A,pass
821,14,MALE,some college,free/reduced,yes,yes,4,none,3.0,94.0,68.0,69.0,65.0,202,67.3,B,pass
305,18,female,some college,standard,yes,no,1,none,2.0,82.0,71.0,71.0,63.0,205,68.3,B,Pass
785,14,Female,some college,standard,yes,no,0,none,3.0,62.0,73.0,66.0,76.0,215,71.7,A,PASS
414,16,Male,some college,standard,yes,yes,4,none,5.0,82.0,86.0,85.0,82.0,253,84.3,A+,pass
134,15,MALE,associate's degree,free/reduced,yes,no,2,completed,2.0,66.0,67.0,62.0,73.0,202,67.3,B,pass
32,15,,,standard,,yes,3,none,,,,,,269,89.7,A+,pass
766,14,M,high school,standard,yes,yes,0,completed,2.0,78.0,75.0,57.0,69.0,201,67.0,B,PASS
783,16,Female,associate's degree,standard,yes,yes,3,none,2.0,78.0,72.0,71.0,62.0,205,68.3,B,pass
459,16,m,,standard,,no,2,completed,,,,,,198,66.0,B,Pass
162,17,M,master's degree,standard,yes,yes,4,none,3.0,70.0,74.0,75.0,80.0,229,76.3,A,pass
340,16,female,associate's degree,standard,no,no,3,completed,3.0,60.0,84.0,67.0,77.0,228,76.0,A,Pass
287,15,male,associate's degree,standard,yes,no,1,none,3.0,92.0,73.0,72.0,83.0,228,76.0,A,PASS
249,18,Male,master's degree,free/reduced,yes,yes,4,none,2.0,84.0,60.0,70.0,72.0,202,67.3,B,Pass
963,17,f,high school,standard,no,no,4,none,5.0,73.0,73.0,78.0,72.0,223,74.3,A,PASS
580,15,Female,master's degree,free/reduced,yes,no,3,none,2.0,73.0,77.0,71.0,76.0,224,74.7,A,pass
991,18,F,some college,standard,yes,no,2,completed,2.0,68.0,61.0,73.0,64.0,198,66.0,B,pass
960,16,Male,bachelor's degree,standard,yes,no,4,none,3.0,78.0,81.0,72.0,77.0,230,76.7,A,PASS
2,18,f,associate's degree,standard,no,no,3,none,4.0,87.0,85.0,73.0,84.0,242,80.7,A+,PASS
737,16,F,bachelor's degree,free/reduced,yes,yes,0,completed,1.0,82.0,65.0,65.0,75.0,205,68.3,B,PASS
208,17,FEMALE,bachelor's degree,standard,yes,yes,2,completed,2.0,76.0,81.0,86.0,72.0,239,79.7,A,Pass
630,16,male,,standard,yes,yes,4,none,,,,,,171,57.0,C,Pass
989,15,female,some college,standard,no,yes,2,completed,4.0,89.0,73.0,100.0,89.0,262,87.3,A+,Pass
871,17,,,free/reduced,,yes,2,completed,,,,,,257,85.7,A+,Pass
880,17,m,associate's degree,free/reduced,yes,yes,1,none,3.0,77.0,59.0,70.0,77.0,206,68.7,B,pass
265,15,Male,high school,standard,yes,no,4,completed,3.0,89.0,84.0,67.0,69.0,220,73.3,A,Pass
275,15,m,bachelor's degree,free/reduced,no,no,1,none,3.0,99.0,75.0,81.0,74.0,230,76.7,A,pass
71,14,f,associate's degree,standard,no,yes,4,completed,2.0,77.0,,79.0,80.0,218,72.7,A,pass
641,16,female,bachelor's degree,free/reduced,yes,yes,0,completed,2.0,76.0,71.0,65.0,79.0,215,71.7,A,pass
445,18,female,some college,free/reduced,yes,no,2,none,1.0,91.0,39.0,57.0,67.0,163,54.3,C,Pass
867,18,m,bachelor's degree,standard,yes,yes,3,completed,1.0,67.0,62.0,69.0,69.0,200,66.7,B,Pass
99,17,Female,high school,standard,yes,yes,2,completed,2.0,82.0,69.0,74.0,63.0,206,68.7,B,Pass
887,16,Male,bachelor's degree,standard,yes,yes,0,completed,5.0,93.0,91.0,100.0,91.0,282,94.0,O,PASS
22,15,MALE,some college,free/reduced,yes,no,3,completed,3.0,95.0,56.0,77.0,77.0,210,70.0,B,PASS
706,15,Male,bachelor's degree,free/reduced,yes,yes,2,none,3.0,60.0,72.0,62.0,66.0,200,66.7,B,PASS
415,14,MALE,associate's degree,standard,yes,yes,4,completed,5.0,85.0,91.0,90.0,85.0,266,88.7,A+,pass
518,18,F,associate's degree,free/reduced,no,yes,4,completed,5.0,63.0,85.0,75.0,78.0,238,79.3,A,Pass
150,18,F,associate's degree,free/reduced,no,yes,4,none,5.0,93.0,86.0,80.0,85.0,251,83.7,A+,PASS
826,15,female,some college,free/reduced,yes,yes,0,none,5.0,60.0,75.0,70.0,80.0,225,75.0,A,pass
648,15,MALE,bachelor's degree,standard,yes,no,3,none,2.0,67.0,67.0,78.0,67.0,212,70.7,A,pass
355,17,f,some college,free/reduced,yes,no,3,completed,3.0,89.0,75.0,73.0,74.0,222,74.0,A,Pass
974,17,MALE,some college,free/reduced,no,no,1,none,2.0,91.0,68.0,61.0,53.0,182,60.7,B,pass
53,18,m,associate's degree,free/reduced,no,no,1,none,3.0,83.0,72.0,68.0,76.0,216,72.0,A,Pass
840,17,m,high school,standard,yes,yes,2,none,2.0,89.0,70.0,69.0,55.0,194,64.7,B,PASS
199,16,male,high school,free/reduced,yes,no,4,none,5.0,76.0,78.0,61.0,74.0,213,71.0,A,pass
123,14,FEMALE,some college,standard,yes,yes,1,completed,2.0,78.0,76.0,70.0,68.0,214,71.3,A,pass
204,16,MALE,high school,standard,no,yes,2,completed,4.0,94.0,92.0,88.0,79.0,259,86.3,A+,pass
68,17,male,some college,standard,no,yes,0,completed,3.0,64.0,59.0,59.0,70.0,188,62.7,B,pass
224,14,FEMALE,bachelor's degree,standard,no,yes,3,none,1.0,83.0,60.0,81.0,68.0,209,69.7,B,PASS
128,18,M,bachelor's degree,standard,yes,no,0,none,4.0,84.0,74.0,72.0,73.0,219,73.0,A,pass
656,17,Male,bachelor's degree,standard,yes,yes,4,none,1.0,93.0,84.0,62.0,71.0,217,72.3,A,PASS
839,18,Female,high school,standard,no,yes,3,none,2.0,75.0,59.0,59.0,70.0,188,62.7,B,Pass
140,17,m,some college,free/reduced,yes,yes,0,none,2.0,67.0,,44.0,,126,42.0,D,fail
418,17,FEMALE,master's degree,standard,yes,yes,3,none,2.0,74.0,65.0,89.0,87.0,241,80.3,A+,pass
219,14,f,high school,free/reduced,yes,no,2,none,2.0,67.0,40.0,53.0,55.0,148,49.3,D,Fail
547,17,m,some college,standard,yes,yes,3,completed,2.0,67.0,57.0,75.0,74.0,206,68.7,B,PASS
843,17,M,bachelor's degree,standard,no,no,1,none,4.0,75.0,62.0,75.0,78.0,215,71.7,A,Pass
158,18,F,some college,standard,yes,no,2,none,3.0,88.0,78.0,76.0,81.0,235,78.3,A,pass
95,18,f,master's degree,free/reduced,yes,yes,2,completed,3.0,98.0,95.0,100.0,100.0,295,98.3,O,PASS
256,15,male,bachelor's degree,free/reduced,yes,no,4,completed,1.0,96.0,69.0,77.0,70.0,216,72.0,A,PASS
447,15,m,high school,standard,no,no,4,none,3.0,77.0,62.0,63.0,58.0,183,61.0,B,pass
644,17,m,associate's degree,standard,no,yes,0,none,4.0,67.0,65.0,74.0,64.0,203,67.7,B,PASS
739,15,male,master's degree,standard,no,no,3,none,4.0,90.0,95.0,91.0,91.0,277,92.3,O,PASS
40,16,MALE,high school,standard,yes,no,4,none,1.0,99.0,58.0,72.0,57.0,187,62.3,B,pass
131,16,F,bachelor's degree,free/reduced,no,no,4,none,4.0,78.0,76.0,67.0,80.0,223,74.3,A,PASS
255,17,MALE,high school,free/reduced,yes,yes,0,none,2.0,94.0,68.0,66.0,71.0,205,68.3,B,Pass
190,15,f,high school,free/reduced,yes,no,0,completed,1.0,86.0,47.0,51.0,61.0,159,53.0,C,PASS
983,17,f,associate's degree,free/reduced,yes,yes,3,completed,3.0,67.0,68.0,79.0,70.0,217,72.3,A,Pass
590,15,M,some college,standard,no,no,4,completed,1.0,80.0,73.0,73.0,67.0,213,71.0,A,PASS
403,14,MALE,high school,free/reduced,yes,no,2,completed,5.0,65.0,68.0,61.0,84.0,213,71.0,A,PASS
761,17,f,some college,free/reduced,yes,yes,1,completed,1.0,92.0,71.0,59.0,74.0,204,68.0,B,pass
39,18,M,associate's degree,standard,yes,no,1,none,3.0,75.0,66.0,75.0,61.0,202,67.3,B,PASS
243,16,Female,bachelor's degree,free/reduced,yes,no,0,completed,4.0,67.0,74.0,95.0,85.0,254,84.7,A+,pass
354,17,F,master's degree,free/reduced,yes,yes,0,none,5.0,90.0,77.0,89.0,100.0,266,88.7,A+,PASS
621,17,female,master's degree,free/reduced,yes,yes,3,completed,2.0,66.0,76.0,78.0,70.0,224,74.7,A,pass
651,18,MALE,bachelor's degree,standard,yes,no,4,none,1.0,73.0,63.0,62.0,61.0,186,62.0,B,pass
535,18,m,high school,standard,yes,no,4,completed,1.0,77.0,48.0,53.0,73.0,174,58.0,C,pass
504,17,F,bachelor's degree,standard,no,yes,3,none,1.0,77.0,54.0,73.0,67.0,194,64.7,B,PASS
160,16,FEMALE,associate's degree,standard,yes,yes,1,none,5.0,76.0,87.0,79.0,83.0,249,83.0,A+,Pass
395,18,Male,bachelor's degree,standard,yes,yes,3,completed,,,,,,233,77.7,A,PASS
883,15,MALE,master's degree,free/reduced,yes,yes,0,completed,3.0,95.0,95.0,82.0,94.0,271,90.3,O,Pass
538,18,MALE,bachelor's degree,standard,no,no,3,none,4.0,61.0,83.0,82.0,72.0,237,79.0,A,pass
696,14,f,master's degree,standard,no,no,1,none,1.0,80.0,71.0,71.0,63.0,205,68.3,B,Pass
241,14,Female,associate's degree,free/reduced,no,no,3,completed,5.0,97.0,84.0,83.0,100.0,267,89.0,A+,pass
14,14,MALE,bachelor's degree,standard,no,yes,4,none,4.0,94.0,72.0,84.0,97.0,253,84.3,A+,PASS
658,16,Male,master's degree,standard,no,no,0,completed,4.0,76.0,81.0,88.0,91.0,260,86.7,A+,PASS
476,16,Female,some college,free/reduced,yes,yes,1,completed,5.0,84.0,75.0,87.0,89.0,251,83.7,A+,PASS
936,15,m,high school,standard,no,no,0,completed,2.0,75.0,,68.0,66.0,196,65.3,B,pass
905,16,Male,bachelor's degree,free/reduced,yes,yes,4,none,5.0,98.0,75.0,88.0,93.0,256,85.3,A+,Pass
315,14,M,bachelor's degree,standard,yes,no,2,none,2.0,82.0,77.0,64.0,69.0,210,70.0,B,Pass
362,16,MALE,associate's degree,free/reduced,no,no,0,completed,3.0,74.0,78.0,69.0,66.0,213,71.0,A,Pass
591,18,Male,master's degree,free/reduced,no,yes,3,none,4.0,87.0,81.0,86.0,69.0,236,78.7,A,Pass
321,15,female,bachelor's degree,standard,yes,no,2,none,2.0,77.0,70.0,74.0,77.0,221,73.7,A,Pass
945,17,male,bachelor's degree,standard,yes,yes,4,none,2.0,63.0,76.0,76.0,60.0,212,70.7,A,Pass
745,17,Male,bachelor's degree,free/reduced,no,yes,2,none,2.0,77.0,75.0,66.0,78.0,219,73.0,A,PASS
673,16,Female,associate's degree,standard,yes,yes,0,completed,2.0,78.0,68.0,82.0,76.0,226,75.3,A,PASS
565,16,female,some college,standard,yes,no,4,none,4.0,75.0,66.0,78.0,77.0,221,73.7,A,Pass
356,14,M,high school,standard,yes,no,2,none,1.0,77.0,55.0,56.0,67.0,178,59.3,C,Pass
35,16,f,bachelor's degree,standard,yes,yes,0,none,2.0,60.0,63.0,68.0,70.0,201,67.0,B,pass
335,14,f,associate's degree,free/reduced,no,no,1,completed,3.0,79.0,65.0,90.0,75.0,230,76.7,A,Pass
689,17,male,some college,free/reduced,no,yes,3,none,3.0,80.0,68.0,54.0,63.0,185,61.7,B,Pass
377,18,FEMALE,bachelor's degree,standard,yes,no,3,none,1.0,75.0,56.0,68.0,76.0,200,66.7,B,Pass
185,18,MALE,master's degree,standard,no,yes,1,completed,3.0,62.0,65.0,79.0,84.0,228,76.0,A,pass
824,18,m,some college,standard,yes,no,0,none,3.0,80.0,74.0,72.0,88.0,234,78.0,A,pass
424,15,Male,bachelor's degree,standard,yes,no,0,completed,2.0,86.0,74.0,76.0,80.0,230,76.7,A,pass
326,17,F,master's degree,standard,yes,yes,4,none,1.0,60.0,77.0,79.0,73.0,229,76.3,A,pass
188,17,MALE,some college,standard,no,no,4,completed,2.0,86.0,88.0,59.0,75.0,222,74.0,A,pass
285,17,Female,high school,free/reduced,yes,yes,4,none,4.0,88.0,61.0,76.0,80.0,217,72.3,A,PASS
392,15,m,bachelor's degree,standard,no,no,3,none,3.0,73.0,77.0,79.0,76.0,232,77.3,A,PASS
900,14,m,bachelor's degree,standard,yes,yes,1,none,1.0,75.0,69.0,68.0,64.0,201,67.0,B,Pass
998,18,FEMALE,associate's degree,free/reduced,yes,yes,3,none,1.0,95.0,34.0,81.0,68.0,183,61.0,B,pass
166,15,Male,high school,free/reduced,yes,no,0,completed,2.0,62.0,55.0,59.0,57.0,171,57.0,C,Pass
348,17,Female,master's degree,standard,no,no,3,completed,3.0,81.0,93.0,85.0,100.0,278,92.7,O,pass
299,15,m,bachelor's degree,standard,yes,yes,2,none,1.0,92.0,74.0,67.0,76.0,217,72.3,A,PASS
536,17,,,standard,,yes,0,completed,,,,,,293,97.7,O,Pass
230,18,male,high school,standard,no,yes,1,none,3.0,60.0,47.0,55.0,68.0,170,56.7,C,PASS
860,14,M,associate's degree,standard,yes,yes,3,none,1.0,98.0,71.0,70.0,62.0,203,67.7,B,Pass
828,18,F,bachelor's degree,standard,no,yes,1,none,5.0,70.0,88.0,90.0,72.0,250,83.3,A+,pass
695,18,FEMALE,high school,standard,yes,no,3,completed,3.0,73.0,72.0,75.0,77.0,224,74.7,A,Pass
856,15,male,master's degree,standard,yes,no,2,completed,3.0,64.0,74.0,82.0,81.0,237,79.0,A,PASS
42,18,Male,associate's degree,standard,no,yes,1,none,4.0,93.0,92.0,78.0,72.0,242,80.7,A+,PASS
869,16,MALE,high school,standard,yes,yes,0,completed,1.0,69.0,59.0,49.0,60.0,168,56.0,C,PASS
749,14,Male,master's degree,standard,no,no,4,none,3.0,79.0,82.0,79.0,71.0,232,77.3,A,PASS
962,14,m,bachelor's degree,free/reduced,yes,no,3,completed,3.0,77.0,73.0,73.0,73.0,219,73.0,A,Pass
863,14,Female,associate's degree,standard,no,yes,2,none,4.0,97.0,94.0,73.0,91.0,258,86.0,A+,pass
588,17,m,high school,free/reduced,yes,yes,3,completed,3.0,93.0,81.0,65.0,59.0,205,68.3,B,Pass
544,18,f,associate's degree,standard,yes,yes,2,completed,3.0,62.0,69.0,84.0,79.0,232,77.3,A,pass
447,15,Male,high school,standard,no,no,4,none,3.0,77.0,62.0,63.0,58.0,183,61.0,B,pass
448,18,F,master's degree,standard,yes,no,0,none,3.0,66.0,78.0,76.0,83.0,237,79.0,A,PASS
350,14,M,associate's degree,standard,no,no,2,completed,1.0,79.0,67.0,75.0,67.0,209,69.7,B,PASS
46,16,Female,some college,standard,no,yes,3,none,1.0,65.0,60.0,67.0,47.0,174,58.0,C,Pass
972,17,MALE,bachelor's degree,free/reduced,yes,no,0,none,5.0,64.0,81.0,71.0,76.0,228,76.0,A,PASS
369,14,MALE,bachelor's degree,standard,yes,no,1,completed,3.0,80.0,92.0,91.0,77.0,260,86.7,A+,PASS
109,15,Female,associate's degree,standard,yes,no,2,none,5.0,61.0,84.0,91.0,91.0,266,88.7,A+,pass
618,18,f,master's degree,standard,yes,no,0,completed,2.0,71.0,74.0,73.0,96.0,243,81.0,A+,Pass
662,16,MALE,high school,standard,yes,no,1,completed,1.0,60.0,58.0,50.0,60.0,168,56.0,C,PASS
30,16,F,bachelor's degree,standard,no,yes,2,none,2.0,82.0,79.0,80.0,87.0,246,82.0,A+,PASS
182,14,m,some college,free/reduced,yes,no,4,none,1.0,67.0,55.0,45.0,38.0,138,46.0,D,Fail
622,14,f,master's degree,standard,yes,no,1,completed,3.0,91.0,100.0,89.0,93.0,282,94.0,O,PASS
420,16,f,high school,standard,yes,yes,4,completed,4.0,85.0,75.0,88.0,79.0,242,80.7,A+,pass
635,17,f,bachelor's degree,free/reduced,yes,no,1,completed,3.0,96.0,77.0,85.0,96.0,258,86.0,A+,PASS
811,17,male,high school,standard,yes,no,3,none,2.0,72.0,57.0,53.0,62.0,172,57.3,C,Pass
105,15,FEMALE,high school,standard,yes,no,3,completed,2.0,84.0,72.0,68.0,63.0,203,67.7,B,Pass
61,18,M,bachelor's degree,standard,yes,no,2,none,2.0,85.0,67.0,74.0,75.0,216,72.0,A,Pass
659,15,Female,master's degree,standard,yes,yes,0,none,5.0,76.0,91.0,100.0,97.0,288,96.0,O,PASS
84,18,F,some college,standard,yes,no,1,completed,4.0,96.0,95.0,84.0,94.0,273,91.0,O,pass
491,18,F,bachelor's degree,free/reduced,yes,no,3,completed,1.0,96.0,71.0,82.0,68.0,221,73.7,A,PASS
316,14,f,associate's degree,free/reduced,yes,yes,3,none,3.0,89.0,61.0,73.0,69.0,203,67.7,B,pass
451,17,FEMALE,associate's degree,standard,yes,yes,4,none,1.0,91.0,67.0,66.0,59.0,192,64.0,B,PASS
382,14,Female,bachelor's degree,free/reduced,yes,yes,1,none,4.0,60.0,65.0,69.0,73.0,207,69.0,B,PASS
423,14,Female,master's degree,standard,yes,yes,2,none,4.0,95.0,91.0,82.0,96.0,269,89.7,A+,pass
497,16,male,master's degree,free/reduced,yes,no,1,completed,2.0,76.0,76.0,69.0,76.0,221,73.7,A,PASS
979,15,f,bachelor's degree,standard,yes,no,0,none,3.0,69.0,61.0,75.0,79.0,215,71.7,A,PASS
740,18,Female,high school,standard,yes,yes,3,none,2.0,66.0,46.0,40.0,56.0,142,47.3,D,Fail
524,14,M,master's degree,standard,no,yes,4,completed,4.0,86.0,79.0,100.0,91.0,270,90.0,A+,pass
446,14,Male,high school,standard,yes,no,4,completed,1.0,90.0,58.0,67.0,69.0,194,64.7,B,pass
664,15,f,bachelor's degree,free/reduced,yes,no,1,none,2.0,98.0,72.0,79.0,84.0,235,78.3,A,pass
1,17,Male,bachelor's degree,standard,yes,no,0,none,2.0,76.0,70.0,64.0,65.0,199,66.3,B,PASS
780,14,male,associate's degree,standard,no,no,4,none,2.0,85.0,62.0,70.0,65.0,197,65.7,B,Pass
346,14,m,some college,standard,no,no,3,completed,3.0,89.0,91.0,75.0,80.0,246,82.0,A+,PASS
627,18,M,high school,standard,yes,no,4,none,3.0,96.0,71.0,66.0,75.0,212,70.7,A,pass
458,16,FEMALE,high school,standard,yes,yes,3,none,2.0,89.0,67.0,70.0,67.0,204,68.0,B,Pass
489,14,Male,some college,standard,no,yes,1,none,2.0,76.0,51.0,70.0,63.0,184,61.3,B,pass
89,16,,,standard,,yes,4,completed,,,,,,218,72.7,A,Pass
484,16,FEMALE,high school,standard,no,no,4,none,2.0,96.0,73.0,65.0,74.0,212,70.7,A,Pass
461,16,female,high school,standard,yes,no,4,completed,3.0,76.0,54.0,61.0,81.0,196,65.3,B,pass
78,17,F,master's degree,standard,no,yes,0,none,3.0,67.0,88.0,75.0,84.0,247,82.3,A+,Pass
269,18,m,some college,standard,yes,no,1,none,1.0,84.0,66.0,76.0,54.0,196,65.3,B,Pass
930,18,MALE,bachelor's degree,free/reduced,yes,no,1,none,4.0,85.0,79.0,86.0,75.0,240,80.0,A,PASS
124,14,MALE,associate's degree,free/reduced,yes,no,2,none,4.0,75.0,81.0,65.0,62.0,208,69.3,B,Pass
298,16,Male,associate's degree,standard,yes,no,2,none,1.0,91.0,74.0,61.0,65.0,200,66.7,B,Pass
882,15,f,some college,free/reduced,no,no,4,completed,1.0,99.0,62.0,59.0,70.0,191,63.7,B,pass
96,14,f,associate's degree,standard,yes,yes,1,none,3.0,99.0,61.0,82.0,81.0,224,74.7,A,PASS
734,15,F,high school,free/reduced,no,yes,3,completed,5.0,82.0,63.0,79.0,95.0,237,79.0,A,Pass
12,15,MALE,some college,free/reduced,yes,no,4,none,1.0,99.0,57.0,71.0,61.0,189,63.0,B,pass
115,17,M,master's degree,standard,yes,yes,2,completed,2.0,62.0,69.0,77.0,73.0,219,73.0,A,PASS
844,18,Male,bachelor's degree,standard,no,yes,3,completed,4.0,90.0,93.0,78.0,79.0,250,83.3,A+,pass
429,15,male,associate's degree,standard,yes,no,2,none,3.0,82.0,82.0,84.0,74.0,240,80.0,A,Pass
258,14,Female,associate's degree,standard,no,no,1,none,2.0,76.0,68.0,59.0,75.0,202,67.3,B,pass
732,17,Male,some college,standard,yes,yes,1,none,3.0,84.0,73.0,75.0,67.0,215,71.7,A,Pass
